"qseqid","sseqid","identity","coverage","evalue","length","mismatch","gapopen","gaps","qlen","qstart","qend","slen","sstart","send","contig_name","orf_num_in_contig","orf_start_pos","orf_end_pos","orf_direction","actual_start","actual_end","Tag","Type","Subtype","HMM.category","Mechanism.group","Mechanism.subgroup","Mechanism.subgroup2","SARG3.0_F","SARG3.0_L","SARG3.0_S"
"k141_148030_length_4535_cov_23.0694_2","gi|640464072|ref|WP_024909006.1|",99.5,100,8.75e-287,402,2,0,0,402,1,402,402,1,402,"k141_148030_length_4535_cov_23.0694",2,960,2168,-1,961,2570,"","multidrug","multidrug__mdtH","mdtH","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_283551_length_4323_cov_29.8702_3","gi|695734495|ref|WP_032660973.1|",100,100,1.18e-104,141,0,0,0,141,1,141,141,1,141,"k141_283551_length_4323_cov_29.8702",3,2135,2560,-1,2136,2701,"","fosfomycin","fosfomycin__FosA","FosA family","Enzymatic inactivation","thiol transferase","","Yes","Yes","Yes"
"k141_82386_length_3868_cov_24.6450_3","CP001918.1.gene3442.p01",94.3,97,1.16e-302,457,26,0,0,471,15,471,457,1,457,"k141_82386_length_3868_cov_24.6450",3,2054,3469,-1,2069,3940,"multicomponent system","multidrug","multidrug__mdtE","mdtE","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_217016_length_3353_cov_7.4290_2","gi|1016944108|ref|WP_063145594.1|",80.1,94.5,8.39e-249,462,92,0,0,489,1,462,493,1,462,"k141_217016_length_3353_cov_7.4290",2,580,2049,-1,581,2511,"multicomponent system","multidrug","multidrug__tolC","tolC","Efflux pump","","","Yes","Yes","Yes"
"k141_120529_length_3312_cov_140.9997_5","B1YIX1",93.9,100,1.91e-182,278,17,0,0,278,1,278,278,1,278,"k141_120529_length_3312_cov_140.9997",5,1702,2538,1,1703,2816,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_7744_length_3158_cov_35.5264_2","YP_001178170",93,100,9.16e-183,273,19,0,0,273,1,273,273,1,273,"k141_7744_length_3158_cov_35.5264",2,421,1242,1,422,1515,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_285992_length_2862_cov_37.1959_3","AM076977.1.gene1.p01",99.5,100,6.08e-283,380,2,0,0,380,1,380,381,2,381,"k141_285992_length_2862_cov_37.1959",3,1285,2427,-1,1286,2807,"","beta_lactam","beta_lactam__ACT-2","ACT","Enzymatic inactivation","Class C beta-lactamase","","Yes","Yes","Yes"
"k141_80745_length_2004_cov_67.0955_1","gb|AAC74000.1|ARO:3003950|msbA",87.6,100,0,582,72,0,0,582,1,582,582,1,582,"k141_80745_length_2004_cov_67.0955",1,112,1860,1,113,2442,"","multidrug","multidrug__msbA","msbA","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_3711_length_1991_cov_28.2497_2","gi|917770481|ref|WP_052284485.1|",95.3,99.2,0,511,24,0,0,515,5,515,512,2,512,"k141_3711_length_1991_cov_28.2497",2,104,1651,1,109,2166,"multicomponent system","multidrug","multidrug__emrB","emrB","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_49020_length_1186_cov_5.0000_2","B2VGJ3",87.5,100,1.17e-171,272,34,0,0,272,1,272,273,1,272,"k141_49020_length_1186_cov_5.0000",2,327,1145,1,328,1417,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_17165_length_808705_cov_36.8843_166","BAC77251",82,99.8,0,1046,187,1,1,1048,1,1046,1051,1,1045,"k141_17165_length_808705_cov_36.8843",166,174713,177859,-1,174714,178905,"multicomponent system","multidrug","multidrug__sdeY","sdeY","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_17165_length_808705_cov_36.8843_167","ABG77965",98.7,100,1.4e-269,397,5,0,0,397,1,397,397,1,397,"k141_17165_length_808705_cov_36.8843",167,177882,179075,-1,177883,179472,"multicomponent system","multidrug","multidrug__Enterobacter cloacae acrA","Enterobacter cloacae acrA","Efflux pump","","","Yes","Yes","Yes"
"k141_17165_length_808705_cov_36.8843_181","gi|1001786599|ref|WP_061324791.1|",81,99.3,1.24e-304,554,105,0,0,558,1,554,563,1,554,"k141_17165_length_808705_cov_36.8843",181,193569,195245,-1,193570,195799,"two-component system","polymyxin","polymyxin__rosB","rosB","Efflux pump","","","Yes","Yes","Yes"
"k141_17165_length_808705_cov_36.8843_526","gi|388607857|gb|EIM37061.1|",96.6,100,1.5e-282,410,14,0,0,410,1,410,410,1,410,"k141_17165_length_808705_cov_36.8843",526,569527,570759,1,569528,571169,"","multidrug","multidrug__Escherichia coli mdfA","Escherichia coli mdfA","Efflux pump","","","Yes","Yes","Yes"
"k141_17165_length_808705_cov_36.8843_581","gi|504696094|ref|WP_014883196.1|",99.7,100,3.09e-253,371,1,0,0,371,1,371,371,1,371,"k141_17165_length_808705_cov_36.8843",581,627903,629018,1,627904,629389,"multicomponent system","macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macA","macA","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_17165_length_808705_cov_36.8843_582","gi|544824889|ref|WP_021240890.1|",98.9,100,0,646,7,0,0,646,1,646,646,1,646,"k141_17165_length_808705_cov_36.8843",582,629015,630955,1,629016,631601,"multicomponent system","macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macB","macB","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_17165_length_808705_cov_36.8843_622","gb|AAC74000.1|ARO:3003950|msbA",94.7,100,0,582,31,0,0,582,1,582,582,1,582,"k141_17165_length_808705_cov_36.8843",622,683361,685109,1,683362,685691,"","multidrug","multidrug__msbA","msbA","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_42582_length_736791_cov_32.6245_207","gb|CAA09666.1|ARO:3004122|Klebsiella",81.4,100,4.44e-221,376,61,4,9,369,1,369,374,1,374,"k141_42582_length_736791_cov_32.6245",207,229708,230817,1,229709,231186,"","beta_lactam","beta_lactam__Klebsiella pneumoniae OmpK37","Klebsiella pneumoniae OmpK37","Reduced permeability","","","Yes","Yes","Yes"
"k141_21510_length_551177_cov_39.9012_306","gb|AAC75271.1|ARO:3003952|yojI",89.9,100,0,547,55,0,0,547,1,547,547,1,547,"k141_21510_length_551177_cov_39.9012",306,348858,350501,1,348859,351048,"","other_peptide_antibiotics","other_peptide_antibiotics__microcin efflux pumu gene yojI","microcin efflux pumu gene yojI","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_21510_length_551177_cov_39.9012_397","CP001918.1.gene3442.p01",93.4,97,3.31e-302,457,30,0,0,471,15,471,457,1,457,"k141_21510_length_551177_cov_39.9012",397,451777,453192,-1,451792,453663,"multicomponent system","multidrug","multidrug__mdtE","mdtE","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_21510_length_551177_cov_39.9012_444","gb|AAC75089.1|ARO:3003577|ugd",83.5,100,2.19e-234,388,64,0,0,388,1,388,388,1,388,"k141_21510_length_551177_cov_39.9012",444,514308,515474,1,514309,515862,"","polymyxin","polymyxin__ugd","ugd","Antibiotic target alteration","","","Yes","Yes","Yes"
"k141_21510_length_551177_cov_39.9012_464","gb|AML99881.1|ARO:3001327|mdtK",86.4,95.3,1.35e-304,470,64,0,0,493,21,490,474,1,470,"k141_21510_length_551177_cov_39.9012",464,534087,535568,1,534108,536058,"","multidrug","multidrug__mdtK","mdtK","Efflux pump","MATE transporter","","Yes","Yes","Yes"
"k141_43398_length_377456_cov_35.3500_200","YP_607927",98,100,0,1059,21,0,0,1059,1,1059,1059,1,1059,"k141_43398_length_377456_cov_35.3500",200,217898,221077,1,217899,222136,"multicomponent system","multidrug","multidrug__MexF","MexF","Efflux pump","","","Yes","Yes","Yes"
"k141_29771_length_314637_cov_38.9871_190","gi|504698157|ref|WP_014885259.1|",100,100,0,492,0,0,0,492,1,492,492,1,492,"k141_29771_length_314637_cov_38.9871",190,210608,212086,1,210609,212578,"multicomponent system","multidrug","multidrug__tolC","tolC","Efflux pump","","","Yes","Yes","Yes"
"k141_29771_length_314637_cov_38.9871_205","B7LQD5",94.9,100,1.45e-179,273,14,0,0,273,1,273,273,1,273,"k141_29771_length_314637_cov_38.9871",205,229677,230498,-1,229678,230771,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_6158_length_308888_cov_62.3343_21","gb|AHL39333.1|ARO:3001848|ACT-28",99.2,100,1.1e-283,381,3,0,0,381,1,381,381,1,381,"k141_6158_length_308888_cov_62.3343",21,17282,18427,-1,17283,18808,"","beta_lactam","beta_lactam__ACT-28","ACT","Enzymatic inactivation","Class C beta-lactamase","","Yes","Yes","Yes"
"k141_6158_length_308888_cov_62.3343_152","gi|695734495|ref|WP_032660973.1|",98.6,100,7.98e-103,141,2,0,0,141,1,141,141,1,141,"k141_6158_length_308888_cov_62.3343",152,162779,163204,1,162780,163345,"","fosfomycin","fosfomycin__FosA","FosA family","Enzymatic inactivation","thiol transferase","","Yes","Yes","Yes"
"k141_8768_length_294105_cov_40.6655_30","gi|504696252|ref|WP_014883354.1|",99.8,100,1.07e-287,402,1,0,0,402,1,402,402,1,402,"k141_8768_length_294105_cov_40.6655",30,24423,25631,-1,24424,26033,"","multidrug","multidrug__mdtH","mdtH","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_8768_length_294105_cov_40.6655_248","gi|555139174|gb|ESM81938.1|",97.4,99.1,3.15999999777126e-316,453,12,0,0,457,5,457,453,1,453,"k141_8768_length_294105_cov_40.6655",248,244287,245660,-1,244292,246117,"","multidrug","multidrug__mdtK","mdtK","Efflux pump","MATE transporter","","Yes","Yes","Yes"
"k141_6910_length_240296_cov_43.1483_34","YP_001669149",92.4,98.6,5.15e-187,276,21,0,0,280,5,280,276,1,276,"k141_6910_length_240296_cov_43.1483",34,46483,47325,1,46488,47605,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_25135_length_238652_cov_42.6436_75","YP_001174764",94,100,2.21e-253,385,23,0,0,385,1,385,394,10,394,"k141_25135_length_238652_cov_42.6436",75,78629,79786,-1,78630,80171,"","multidrug","multidrug__emrD","emrD","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_43547_length_231560_cov_109.1636_166","gb|AAC74000.1|ARO:3003950|msbA",86.9,100,0,582,76,0,0,582,1,582,582,1,582,"k141_43547_length_231560_cov_109.1636",166,173019,174767,-1,173020,175349,"","multidrug","multidrug__msbA","msbA","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_24229_length_211189_cov_130.1616_75","gi|896190680|ref|WP_049199932.1|",81.5,100,1.61e-308,563,103,1,1,562,1,562,563,1,563,"k141_24229_length_211189_cov_130.1616",75,74318,76006,-1,74319,76568,"two-component system","polymyxin","polymyxin__rosB","rosB","Efflux pump","","","Yes","Yes","Yes"
"k141_6974_length_192097_cov_85.0946_128","gb|AAP43110.2|ARO:3003923|oqxB",88.4,99.8,0,1049,121,1,1,1050,1,1048,1050,1,1049,"k141_6974_length_192097_cov_85.0946",128,140219,143371,-1,140220,144419,"multicomponent system","multidrug","multidrug__oqxB","oqxB","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_14686_length_189870_cov_37.0119_118","gb|AAP43110.2|ARO:3003923|oqxB",97.7,100,0,1050,24,0,0,1050,1,1050,1050,1,1050,"k141_14686_length_189870_cov_37.0119",118,122627,125779,-1,122628,126829,"multicomponent system","multidrug","multidrug__oqxB","oqxB","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_14686_length_189870_cov_37.0119_119","gb|AAP43109.1|ARO:3003922|oqxA",90.5,100,1.88e-248,391,37,0,0,391,1,391,391,1,391,"k141_14686_length_189870_cov_37.0119",119,125804,126979,-1,125805,127370,"multicomponent system","multidrug","multidrug__oqxA","oqxA","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_37990_length_188040_cov_121.0064_8","gi|817112355|ref|WP_046485582.1|",86.6,99.6,0,509,68,0,0,511,3,511,512,4,512,"k141_37990_length_188040_cov_121.0064",8,8957,10492,-1,8960,11003,"multicomponent system","multidrug","multidrug__emrB","emrB","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_14270_length_185906_cov_41.7167_45","gb|AAG07064.1|ARO:3003693|mexK",82.2,99.9,0,1021,182,0,0,1022,1,1021,1025,1,1021,"k141_14270_length_185906_cov_41.7167",45,43257,46325,1,43258,47346,"multicomponent system","multidrug","multidrug__mexK","mexK","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_11487_length_158826_cov_42.2465_143","gi|447196024|ref|WP_001273280.1|",87.9,100,0,1037,125,0,0,1037,1,1037,1037,1,1037,"k141_11487_length_158826_cov_42.2465",143,150196,153309,1,150197,154346,"multicomponent system","multidrug","multidrug__acrF","acrF","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_10395_length_156673_cov_41.2641_43","gb|AAC75314.1|ARO:3003578|pmrF",85.1,93.3,4.84e-197,322,48,0,0,345,19,340,322,1,322,"k141_10395_length_156673_cov_41.2641",43,52470,53507,1,52489,53847,"","polymyxin","polymyxin__pmrF","pmrF","Antibiotic target alteration","","","Yes","Yes","Yes"
"k141_29499_length_152267_cov_24.6309_7","gi|485663835|ref|WP_001305258.1|",87.6,99.6,0,509,63,0,0,511,3,511,512,4,512,"k141_29499_length_152267_cov_24.6309",7,8686,10221,-1,8689,10732,"multicomponent system","multidrug","multidrug__emrB","emrB","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_41453_length_129018_cov_138.1792_78","B2VGJ3",87.5,100,3.36e-171,272,34,0,0,272,1,272,273,1,272,"k141_41453_length_129018_cov_138.1792",78,67714,68532,1,67715,68804,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_41453_length_129018_cov_138.1792_90","gi|745784678|ref|WP_039078098.1|",80.4,95.9,5.63e-249,470,91,1,1,490,1,470,481,1,469,"k141_41453_length_129018_cov_138.1792",90,81476,82948,-1,81477,83418,"multicomponent system","multidrug","multidrug__tolC","tolC","Efflux pump","","","Yes","Yes","Yes"
"k141_32826_length_119076_cov_46.8886_85","NP_745564",98.5,100,0,1059,16,0,0,1059,1,1059,1059,1,1059,"k141_32826_length_119076_cov_46.8886",85,86128,89307,-1,86129,90366,"multicomponent system","multidrug","multidrug__MexF","MexF","Efflux pump","","","Yes","Yes","Yes"
"k141_3379_length_118998_cov_35.9836_7","gi|917770481|ref|WP_052284485.1|",94.9,99.2,0,511,26,0,0,515,5,515,512,2,512,"k141_3379_length_118998_cov_35.9836",7,6362,7909,-1,6367,8424,"multicomponent system","multidrug","multidrug__emrB","emrB","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_3379_length_118998_cov_35.9836_8","gi|895872568|ref|WP_048979803.1|",99.2,100,3.86e-268,390,3,0,0,390,1,390,390,1,390,"k141_3379_length_118998_cov_35.9836",8,7926,9098,-1,7927,9488,"multicomponent system","multidrug","multidrug__emrA","emrA","Efflux pump","","","Yes","Yes","Yes"
"k141_14753_length_101510_cov_35.5580_52","YP_001670703",93.8,98.3,0,1010,63,0,0,1027,1,1010,1014,1,1010,"k141_14753_length_101510_cov_35.5580",52,55282,58365,1,55283,59375,"multicomponent system","multidrug","multidrug__mexW","mexW","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_1629_length_97645_cov_42.0000_5","B2VGJ3",90.3,96.7,1.26e-152,237,23,0,0,245,1,237,273,1,237,"k141_1629_length_97645_cov_42.0000",5,2998,3735,1,2999,3972,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_6218_length_63818_cov_47.0036_49","gi|740796309|ref|WP_038581593.1|",87.3,100,0,1050,131,2,2,1050,1,1050,1048,1,1048,"k141_6218_length_63818_cov_47.0036",49,55269,58421,1,55270,59471,"multicomponent system","multidrug","multidrug__MexB","MexB","Efflux pump","","","Yes","Yes","Yes"
"k141_35548_length_55587_cov_960.0023_24","NC_011586.7045443.p01",82.2,96.7,2.07e-225,410,73,0,0,424,1,410,416,1,410,"k141_35548_length_55587_cov_960.0023",24,23506,24780,-1,23507,25190,"multicomponent system","multidrug","multidrug__adeI","adeI","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_36625_length_48800_cov_29.9016_8","gb|AAC74000.1|ARO:3003950|msbA",80,99.1,0,580,116,0,0,585,2,581,582,3,582,"k141_36625_length_48800_cov_29.9016",8,9548,11305,-1,9550,11886,"","multidrug","multidrug__msbA","msbA","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_7807_length_28704_cov_51.7893_31","YP_001749617",93.1,100,5.97e-185,276,19,0,0,276,1,276,276,1,276,"k141_7807_length_28704_cov_51.7893",31,23555,24385,-1,23556,24661,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_5991_length_25318_cov_20.9975_7","gb|AAP43110.2|ARO:3003923|oqxB",90.1,99.1,0,1041,103,0,0,1050,1,1041,1050,1,1041,"k141_5991_length_25318_cov_20.9975",7,5291,8443,1,5292,9484,"multicomponent system","multidrug","multidrug__oqxB","oqxB","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_21624_length_24520_cov_17.0000_17","gb|AAC74000.1|ARO:3003950|msbA",88.5,100,0,582,67,0,0,582,1,582,582,1,582,"k141_21624_length_24520_cov_17.0000",17,20036,21784,-1,20037,22366,"","multidrug","multidrug__msbA","msbA","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_27193_length_18125_cov_72.5276_4","YP_001266290",92.5,100,0,1014,76,0,0,1014,1,1014,1014,1,1014,"k141_27193_length_18125_cov_72.5276",4,3094,6138,1,3095,7152,"multicomponent system","multidrug","multidrug__mexW","mexW","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_43090_length_16287_cov_64.1879_13","gb|AAG07064.1|ARO:3003693|mexK",81.7,99.9,0,1020,187,0,0,1021,1,1020,1025,1,1020,"k141_43090_length_16287_cov_64.1879",13,11370,14435,1,11371,15455,"multicomponent system","multidrug","multidrug__mexK","mexK","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_30027_length_16157_cov_351.7641_7","gi|955473785|ref|WP_058101257.1|",85.9,99.6,0,509,72,0,0,511,3,511,512,4,512,"k141_30027_length_16157_cov_351.7641",7,5852,7387,-1,5855,7898,"multicomponent system","multidrug","multidrug__emrB","emrB","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_41739_length_12673_cov_68.9638_5","gi|740796309|ref|WP_038581593.1|",87.6,100,0,1050,128,2,2,1050,1,1050,1048,1,1048,"k141_41739_length_12673_cov_68.9638",5,4083,7235,1,4084,8285,"multicomponent system","multidrug","multidrug__MexB","MexB","Efflux pump","","","Yes","Yes","Yes"
"k141_7188_length_4926_cov_403.6855_3","B2VGJ3",87.8,99.6,2.12e-174,271,33,0,0,272,1,271,273,1,271,"k141_7188_length_4926_cov_403.6855",3,884,1702,1,885,1973,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_23442_length_2175_cov_3.0000_2","NC_011586.7045443.p01",98.1,100,1.35e-272,416,8,0,0,416,1,416,416,1,416,"k141_23442_length_2175_cov_3.0000",2,820,2070,-1,821,2486,"multicomponent system","multidrug","multidrug__adeI","adeI","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_34744_length_1961_cov_6.0000_2","gi|740609197|ref|WP_038394722.1|",86.6,99.6,0,509,68,0,0,511,3,511,512,4,512,"k141_34744_length_1961_cov_6.0000",2,268,1803,1,271,2314,"multicomponent system","multidrug","multidrug__emrB","emrB","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_19677_length_833758_cov_855.6641_7","gi|485663835|ref|WP_001305258.1|",87.6,99.6,0,509,63,0,0,511,3,511,512,4,512,"k141_19677_length_833758_cov_855.6641",7,8686,10221,-1,8689,10732,"multicomponent system","multidrug","multidrug__emrB","emrB","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_135044_length_696356_cov_894.8608_505","gb|AAC74000.1|ARO:3003950|msbA",88.5,100,0,582,67,0,0,582,1,582,582,1,582,"k141_135044_length_696356_cov_894.8608",505,516668,518416,1,516669,518998,"","multidrug","multidrug__msbA","msbA","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_45134_length_496838_cov_41.5162_195","gi|446988854|ref|WP_001066110.1|",97.3,100,8.18e-259,400,11,0,0,400,1,400,400,1,400,"k141_45134_length_496838_cov_41.5162",195,197359,198561,1,197360,198961,"","multidrug","multidrug__Other_major_facilitator_superfamily_transporter","Other_major_facilitator_superfamily_transporter","Efflux pump","","","Yes","Yes","Yes"
"k141_45134_length_496838_cov_41.5162_319","NC_010410.6003348.p01",99.1,100,1.28e-68,109,1,0,0,109,1,109,109,1,109,"k141_45134_length_496838_cov_41.5162",319,330174,330503,1,330175,330612,"","multidrug","multidrug__abeS","abeS","Efflux pump","SMR family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_45134_length_496838_cov_41.5162_325","gi|515963239|ref|WP_017393822.1|",100,100,1.74e-279,406,0,0,0,406,1,406,406,1,406,"k141_45134_length_496838_cov_41.5162",325,335042,336262,1,335043,336668,"multicomponent system","multidrug","multidrug__MexE","MexE","Efflux pump","","","Yes","Yes","Yes"
